cluster_id,text
10,cattle_record: Cattle_ID=CATTLE_038684; Breed=Boran; Region=Africa; Country=AR; Climate_Zone=Mediterranean; Management_System=Pastoral; Age_Months=38; Weight_kg=472.3; Parity=3; Lactation_Stage=Mid; Days_in_Milk=342; Feed_Type=Concentrates; Feed_Quantity_kg=10.4; Water_Intake_L=20.0; Walking_Distance_km=4.73; Grazing_Duration_hrs=7.1; Rumination_Time_hrs=4.5; Resting_Hours=11.0; Body_Temperature_C=38.7; Heart_Rate_bpm=75.0; Respiratory_Rate=21.0; Ambient_Temperature_C=2.7; Humidity_percent=72.5; Season=Spring; Housing_Score=0.7; Milk_Yield_L=5.94; FMD_Vaccine=1; Brucellosis_Vaccine=0; HS_Vaccine=1; BQ_Vaccine=0; Anthrax_Vaccine=1; IBR_Vaccine=1; BVD_Vaccine=1; Rabies_Vaccine=1; Previous_Week_Avg_Yield=4.39; Body_Condition_Score=3.5; Milking_Interval_hrs=12; Date=2024-07-07; Farm_ID=FARM_0740; Disease_Status=Healthy
8,cattle_record: Cattle_ID=CATTLE_166741; Breed=Jersey_Zebu_Cross; Region=Global; Country=NZ; Climate_Zone=Mediterranean; Management_System=Mixed; Age_Months=106; Weight_kg=317.0; Parity=2; Lactation_Stage=Mid; Days_in_Milk=270; Feed_Type=Dry_Fodder; Feed_Quantity_kg=7.0; Water_Intake_L=83.0; Walking_Distance_km=6.2; Grazing_Duration_hrs=11.2; Rumination_Time_hrs=9.0; Resting_Hours=10.2; Body_Temperature_C=38.8; Heart_Rate_bpm=61.0; Respiratory_Rate=19.0; Ambient_Temperature_C=22.4; Humidity_percent=20.3; Season=Autumn; Housing_Score=0.69; Milk_Yield_L=9.64; FMD_Vaccine=1; Brucellosis_Vaccine=0; HS_Vaccine=0; BQ_Vaccine=0; Anthrax_Vaccine=0; IBR_Vaccine=1; BVD_Vaccine=1; Rabies_Vaccine=1; Previous_Week_Avg_Yield=11.35; Body_Condition_Score=3.5; Milking_Interval_hrs=12; Date=2024-07-23; Farm_ID=FARM_0688; Disease_Status=Healthy
12,cattle_record: Cattle_ID=CATTLE_050596; Breed=Red_Sindhi; Region=Africa; Country=AU; Climate_Zone=Temperate; Management_System=Extensive; Age_Months=105; Weight_kg=461.4; Parity=5; Lactation_Stage=Late; Days_in_Milk=237; Feed_Type=Silage; Feed_Quantity_kg=12.0; Water_Intake_L=35.0; Walking_Distance_km=1.15; Grazing_Duration_hrs=1.0; Rumination_Time_hrs=8.4; Resting_Hours=11.0; Body_Temperature_C=37.1; Heart_Rate_bpm=59.0; Respiratory_Rate=19.0; Ambient_Temperature_C=19.5; Humidity_percent=17.1; Season=Autumn; Housing_Score=0.54; Milk_Yield_L=9.41; FMD_Vaccine=1; Brucellosis_Vaccine=1; HS_Vaccine=1; BQ_Vaccine=1; Anthrax_Vaccine=1; IBR_Vaccine=1; BVD_Vaccine=0; Rabies_Vaccine=1; Previous_Week_Avg_Yield=10.56; Body_Condition_Score=3.5; Milking_Interval_hrs=12; Date=2023-03-23; Farm_ID=FARM_0956; Disease_Status=Healthy
16,cattle_record: Cattle_ID=CATTLE_077453; Breed=Brown_Swiss; Region=Global; Country=IN; Climate_Zone=Subtropical; Management_System=Extensive; Age_Months=30; Weight_kg=395.6; Parity=6; Lactation_Stage=Mid; Days_in_Milk=44; Feed_Type=Mixed_Feed; Feed_Quantity_kg=11.0; Water_Intake_L=57.5; Walking_Distance_km=6.67; Grazing_Duration_hrs=3.6; Rumination_Time_hrs=7.2; Resting_Hours=14.6; Body_Temperature_C=38.3; Heart_Rate_bpm=105.0; Respiratory_Rate=17.0; Ambient_Temperature_C=12.1; Humidity_percent=41.5; Season=Summer; Housing_Score=0.73; Milk_Yield_L=16.01; FMD_Vaccine=1; Brucellosis_Vaccine=1; HS_Vaccine=1; BQ_Vaccine=0; Anthrax_Vaccine=0; IBR_Vaccine=1; BVD_Vaccine=1; Rabies_Vaccine=0; Previous_Week_Avg_Yield=15.43; Body_Condition_Score=3.5; Milking_Interval_hrs=12; Date=2022-06-12; Farm_ID=FARM_0442; Disease_Status=Healthy
0,cattle_record: Cattle_ID=CATTLE_201732; Breed=Krishna_Valley; Region=Europe_NA; Country=FR; Climate_Zone=Mediterranean; Management_System=Mixed; Age_Months=106; Weight_kg=400.8; Parity=5; Lactation_Stage=Mid; Days_in_Milk=154; Feed_Type=Hay; Feed_Quantity_kg=9.6; Water_Intake_L=55.1; Walking_Distance_km=4.18; Grazing_Duration_hrs=4.8; Rumination_Time_hrs=6.8; Resting_Hours=12.0; Body_Temperature_C=37.9; Heart_Rate_bpm=71.0; Respiratory_Rate=30.0; Ambient_Temperature_C=19.6; Humidity_percent=45.5; Season=Winter; Housing_Score=0.75; Milk_Yield_L=0.0; FMD_Vaccine=0; Brucellosis_Vaccine=0; HS_Vaccine=1; BQ_Vaccine=1; Anthrax_Vaccine=1; IBR_Vaccine=1; BVD_Vaccine=0; Rabies_Vaccine=1; Previous_Week_Avg_Yield=0.54; Body_Condition_Score=3.0; Milking_Interval_hrs=12; Date=2023-07-13; Farm_ID=FARM_0192; Disease_Status=Anthrax
18,cattle_record: Cattle_ID=CATTLE_079849; Breed=Kenana; Region=Global; Country=NZ; Climate_Zone=Arid; Management_System=Intensive; Age_Months=37; Weight_kg=529.5; Parity=4; Lactation_Stage=Mid; Days_in_Milk=156; Feed_Type=Silage; Feed_Quantity_kg=11.8; Water_Intake_L=53.0; Walking_Distance_km=4.62; Grazing_Duration_hrs=2.3; Rumination_Time_hrs=7.7; Resting_Hours=7.3; Body_Temperature_C=36.8; Heart_Rate_bpm=92.0; Respiratory_Rate=26.0; Ambient_Temperature_C=14.9; Humidity_percent=80.3; Season=Autumn; Housing_Score=0.38; Milk_Yield_L=5.44; FMD_Vaccine=0; Brucellosis_Vaccine=1; HS_Vaccine=0; BQ_Vaccine=0; Anthrax_Vaccine=0; IBR_Vaccine=1; BVD_Vaccine=1; Rabies_Vaccine=0; Previous_Week_Avg_Yield=5.52; Body_Condition_Score=2.5; Milking_Interval_hrs=12; Date=2022-11-01; Farm_ID=FARM_0931; Disease_Status=Dystocia
4,cattle_record: Cattle_ID=CATTLE_133982; Breed=Jersey; Region=Europe_NA; Country=PK; Climate_Zone=Subtropical; Management_System=Mixed; Age_Months=84; Weight_kg=489.5; Parity=1; Lactation_Stage=Early; Days_in_Milk=259; Feed_Type=Dry_Fodder; Feed_Quantity_kg=8.7; Water_Intake_L=96.8; Walking_Distance_km=2.57; Grazing_Duration_hrs=6.1; Rumination_Time_hrs=7.7; Resting_Hours=7.8; Body_Temperature_C=38.2; Heart_Rate_bpm=66.0; Respiratory_Rate=24.0; Ambient_Temperature_C=14.2; Humidity_percent=47.1; Season=Winter; Housing_Score=0.92; Milk_Yield_L=9.9; FMD_Vaccine=1; Brucellosis_Vaccine=0; HS_Vaccine=0; BQ_Vaccine=0; Anthrax_Vaccine=1; IBR_Vaccine=1; BVD_Vaccine=0; Rabies_Vaccine=0; Previous_Week_Avg_Yield=7.0; Body_Condition_Score=2.0; Milking_Interval_hrs=8; Date=2022-10-20; Farm_ID=FARM_0423; Disease_Status=Foot_Rot
9,cattle_record: Cattle_ID=CATTLE_190929; Breed=Sahiwal; Region=Europe_NA; Country=DE; Climate_Zone=Arid; Management_System=Extensive; Age_Months=59; Weight_kg=686.1; Parity=5; Lactation_Stage=Mid; Days_in_Milk=237; Feed_Type=Dry_Fodder; Feed_Quantity_kg=16.9; Water_Intake_L=58.0; Walking_Distance_km=2.68; Grazing_Duration_hrs=7.8; Rumination_Time_hrs=9.8; Resting_Hours=12.3; Body_Temperature_C=38.9; Heart_Rate_bpm=54.0; Respiratory_Rate=17.0; Ambient_Temperature_C=24.5; Humidity_percent=89.2; Season=Summer; Housing_Score=0.84; Milk_Yield_L=13.35; FMD_Vaccine=0; Brucellosis_Vaccine=1; HS_Vaccine=0; BQ_Vaccine=1; Anthrax_Vaccine=1; IBR_Vaccine=1; BVD_Vaccine=1; Rabies_Vaccine=1; Previous_Week_Avg_Yield=12.78; Body_Condition_Score=2.0; Milking_Interval_hrs=24; Date=2022-04-18; Farm_ID=FARM_0447; Disease_Status=Healthy
17,cattle_record: Cattle_ID=CATTLE_040555; Breed=Gangatiri; Region=Oceania; Country=US; Climate_Zone=Continental; Management_System=Pastoral; Age_Months=26; Weight_kg=280.0; Parity=1; Lactation_Stage=Early; Days_in_Milk=84; Feed_Type=Concentrates; Feed_Quantity_kg=12.9; Water_Intake_L=62.1; Walking_Distance_km=3.98; Grazing_Duration_hrs=6.7; Rumination_Time_hrs=9.8; Resting_Hours=8.7; Body_Temperature_C=38.7; Heart_Rate_bpm=71.0; Respiratory_Rate=17.0; Ambient_Temperature_C=5.0; Humidity_percent=63.2; Season=Winter; Housing_Score=0.79; Milk_Yield_L=4.81; FMD_Vaccine=0; Brucellosis_Vaccine=1; HS_Vaccine=0; BQ_Vaccine=1; Anthrax_Vaccine=1; IBR_Vaccine=1; BVD_Vaccine=1; Rabies_Vaccine=1; Previous_Week_Avg_Yield=7.3; Body_Condition_Score=3.0; Milking_Interval_hrs=12; Date=2023-04-23; Farm_ID=FARM_0870; Disease_Status=Healthy
10,cattle_record: Cattle_ID=CATTLE_205178; Breed=Exotic_Local_Cross; Region=Global; Country=AR; Climate_Zone=Mediterranean; Management_System=Mixed; Age_Months=67; Weight_kg=572.3; Parity=2; Lactation_Stage=Late; Days_in_Milk=226; Feed_Type=Silage; Feed_Quantity_kg=15.7; Water_Intake_L=56.4; Walking_Distance_km=5.29; Grazing_Duration_hrs=3.1; Rumination_Time_hrs=7.9; Resting_Hours=8.2; Body_Temperature_C=38.8; Heart_Rate_bpm=52.0; Respiratory_Rate=35.0; Ambient_Temperature_C=15.9; Humidity_percent=53.2; Season=Autumn; Housing_Score=0.91; Milk_Yield_L=11.07; FMD_Vaccine=1; Brucellosis_Vaccine=1; HS_Vaccine=1; BQ_Vaccine=1; Anthrax_Vaccine=1; IBR_Vaccine=1; BVD_Vaccine=1; Rabies_Vaccine=1; Previous_Week_Avg_Yield=8.83; Body_Condition_Score=3.5; Milking_Interval_hrs=12; Date=2022-12-16; Farm_ID=FARM_0903; Disease_Status=Ovarian_Cysts
19,cattle_record: Cattle_ID=CATTLE_181907; Breed=Krishna_Valley; Region=Europe_NA; Country=ET; Climate_Zone=Arid; Management_System=Extensive; Age_Months=53; Weight_kg=542.9; Parity=6; Lactation_Stage=Early; Days_in_Milk=303; Feed_Type=Dry_Fodder; Feed_Quantity_kg=9.9; Water_Intake_L=43.9; Walking_Distance_km=0.5; Grazing_Duration_hrs=4.1; Rumination_Time_hrs=10.0; Resting_Hours=9.3; Body_Temperature_C=38.6; Heart_Rate_bpm=67.0; Respiratory_Rate=29.0; Ambient_Temperature_C=26.8; Humidity_percent=52.7; Season=Spring; Housing_Score=0.39; Milk_Yield_L=3.48; FMD_Vaccine=1; Brucellosis_Vaccine=1; HS_Vaccine=1; BQ_Vaccine=0; Anthrax_Vaccine=1; IBR_Vaccine=0; BVD_Vaccine=0; Rabies_Vaccine=1; Previous_Week_Avg_Yield=4.62; Body_Condition_Score=3.5; Milking_Interval_hrs=12; Date=2024-12-10; Farm_ID=FARM_0479; Disease_Status=Healthy
4,cattle_record: Cattle_ID=CATTLE_206523; Breed=White_Fulani; Region=South_Asia; Country=PK; Climate_Zone=Temperate; Management_System=Mixed; Age_Months=76; Weight_kg=532.1; Parity=6; Lactation_Stage=Late; Days_in_Milk=141; Feed_Type=Mixed_Feed; Feed_Quantity_kg=12.0; Water_Intake_L=50.8; Walking_Distance_km=5.63; Grazing_Duration_hrs=11.0; Rumination_Time_hrs=4.4; Resting_Hours=13.9; Body_Temperature_C=37.4; Heart_Rate_bpm=49.0; Respiratory_Rate=28.0; Ambient_Temperature_C=23.4; Humidity_percent=58.2; Season=Spring; Housing_Score=0.96; Milk_Yield_L=3.85; FMD_Vaccine=0; Brucellosis_Vaccine=0; HS_Vaccine=1; BQ_Vaccine=1; Anthrax_Vaccine=1; IBR_Vaccine=1; BVD_Vaccine=1; Rabies_Vaccine=0; Previous_Week_Avg_Yield=2.4; Body_Condition_Score=2.5; Milking_Interval_hrs=12; Date=2022-07-23; Farm_ID=FARM_0058; Disease_Status=Mineral_Deficiency
10,cattle_record: Cattle_ID=CATTLE_060814; Breed=Milking_Shorthorn; Region=Global; Country=AR; Climate_Zone=Arid; Management_System=Semi_Intensive; Age_Months=125; Weight_kg=630.9; Parity=1; Lactation_Stage=Early; Days_in_Milk=99; Feed_Type=Green_Fodder; Feed_Quantity_kg=11.6; Water_Intake_L=73.0; Walking_Distance_km=5.78; Grazing_Duration_hrs=4.3; Rumination_Time_hrs=6.9; Resting_Hours=8.9; Body_Temperature_C=37.0; Heart_Rate_bpm=61.0; Respiratory_Rate=19.0; Ambient_Temperature_C=12.0; Humidity_percent=73.5; Season=Monsoon; Housing_Score=0.88; Milk_Yield_L=20.35; FMD_Vaccine=0; Brucellosis_Vaccine=0; HS_Vaccine=0; BQ_Vaccine=1; Anthrax_Vaccine=0; IBR_Vaccine=0; BVD_Vaccine=1; Rabies_Vaccine=1; Previous_Week_Avg_Yield=21.55; Body_Condition_Score=4.0; Milking_Interval_hrs=24; Date=2022-07-09; Farm_ID=FARM_0242; Disease_Status=Healthy
8,cattle_record: Cattle_ID=CATTLE_075489; Breed=Simmental; Region=Oceania; Country=NZ; Climate_Zone=Continental; Management_System=Semi_Intensive; Age_Months=69; Weight_kg=447.4; Parity=5; Lactation_Stage=Mid; Days_in_Milk=186; Feed_Type=Pasture_Grass; Feed_Quantity_kg=19.3; Water_Intake_L=47.8; Walking_Distance_km=3.07; Grazing_Duration_hrs=1.0; Rumination_Time_hrs=8.4; Resting_Hours=12.6; Body_Temperature_C=36.9; Heart_Rate_bpm=49.0; Respiratory_Rate=20.0; Ambient_Temperature_C=26.7; Humidity_percent=55.7; Season=Monsoon; Housing_Score=0.39; Milk_Yield_L=18.52; FMD_Vaccine=0; Brucellosis_Vaccine=1; HS_Vaccine=0; BQ_Vaccine=1; Anthrax_Vaccine=1; IBR_Vaccine=1; BVD_Vaccine=0; Rabies_Vaccine=1; Previous_Week_Avg_Yield=14.96; Body_Condition_Score=3.0; Milking_Interval_hrs=12; Date=2022-07-12; Farm_ID=FARM_0229; Disease_Status=Healthy
2,cattle_record: Cattle_ID=CATTLE_229950; Breed=Kankrej; Region=Europe_NA; Country=BR; Climate_Zone=Subtropical; Management_System=Intensive; Age_Months=104; Weight_kg=688.8; Parity=4; Lactation_Stage=Early; Days_in_Milk=251; Feed_Type=Hay; Feed_Quantity_kg=7.7; Water_Intake_L=78.2; Walking_Distance_km=5.03; Grazing_Duration_hrs=5.7; Rumination_Time_hrs=10.8; Resting_Hours=8.2; Body_Temperature_C=38.3; Heart_Rate_bpm=44.0; Respiratory_Rate=24.0; Ambient_Temperature_C=21.9; Humidity_percent=94.4; Season=Summer; Housing_Score=0.49; Milk_Yield_L=4.72; FMD_Vaccine=1; Brucellosis_Vaccine=0; HS_Vaccine=1; BQ_Vaccine=1; Anthrax_Vaccine=1; IBR_Vaccine=1; BVD_Vaccine=1; Rabies_Vaccine=1; Previous_Week_Avg_Yield=6.3; Body_Condition_Score=3.5; Milking_Interval_hrs=12; Date=2023-01-23; Farm_ID=FARM_0776; Disease_Status=Healthy
1,cattle_record: Cattle_ID=CATTLE_213842; Breed=Deoni; Region=South_Asia; Country=BD; Climate_Zone=Arid; Management_System=Intensive; Age_Months=108; Weight_kg=714.4; Parity=1; Lactation_Stage=Early; Days_in_Milk=126; Feed_Type=Dry_Fodder; Feed_Quantity_kg=8.9; Water_Intake_L=89.8; Walking_Distance_km=5.89; Grazing_Duration_hrs=7.1; Rumination_Time_hrs=5.6; Resting_Hours=5.0; Body_Temperature_C=38.1; Heart_Rate_bpm=64.0; Respiratory_Rate=19.0; Ambient_Temperature_C=42.7; Humidity_percent=82.7; Season=Monsoon; Housing_Score=0.96; Milk_Yield_L=2.06; FMD_Vaccine=1; Brucellosis_Vaccine=1; HS_Vaccine=1; BQ_Vaccine=0; Anthrax_Vaccine=1; IBR_Vaccine=1; BVD_Vaccine=0; Rabies_Vaccine=1; Previous_Week_Avg_Yield=0.58; Body_Condition_Score=3.5; Milking_Interval_hrs=24; Date=2022-01-04; Farm_ID=FARM_0459; Disease_Status=Healthy
5,cattle_record: Cattle_ID=CATTLE_174628; Breed=Illawarra_Shorthorn; Region=South_America; Country=UK; Climate_Zone=Arid; Management_System=Mixed; Age_Months=83; Weight_kg=435.0; Parity=3; Lactation_Stage=Late; Days_in_Milk=347; Feed_Type=Pasture_Grass; Feed_Quantity_kg=12.2; Water_Intake_L=86.3; Walking_Distance_km=1.3; Grazing_Duration_hrs=4.5; Rumination_Time_hrs=10.2; Resting_Hours=11.0; Body_Temperature_C=36.9; Heart_Rate_bpm=35.0; Respiratory_Rate=33.0; Ambient_Temperature_C=24.1; Humidity_percent=40.6; Season=Summer; Housing_Score=0.47; Milk_Yield_L=4.68; FMD_Vaccine=1; Brucellosis_Vaccine=1; HS_Vaccine=0; BQ_Vaccine=1; Anthrax_Vaccine=0; IBR_Vaccine=0; BVD_Vaccine=1; Rabies_Vaccine=0; Previous_Week_Avg_Yield=2.36; Body_Condition_Score=3.5; Milking_Interval_hrs=12; Date=2022-07-09; Farm_ID=FARM_0778; Disease_Status=Heat_Stress
15,cattle_record: Cattle_ID=CATTLE_133467; Breed=Ankole; Region=Africa; Country=PK; Climate_Zone=Arid; Management_System=Intensive; Age_Months=84; Weight_kg=328.8; Parity=1; Lactation_Stage=Early; Days_in_Milk=229; Feed_Type=Dry_Fodder; Feed_Quantity_kg=13.9; Water_Intake_L=89.2; Walking_Distance_km=2.56; Grazing_Duration_hrs=4.9; Rumination_Time_hrs=8.9; Resting_Hours=13.0; Body_Temperature_C=39.9; Heart_Rate_bpm=74.0; Respiratory_Rate=17.0; Ambient_Temperature_C=45.0; Humidity_percent=83.6; Season=Summer; Housing_Score=0.66; Milk_Yield_L=3.02; FMD_Vaccine=1; Brucellosis_Vaccine=0; HS_Vaccine=1; BQ_Vaccine=0; Anthrax_Vaccine=1; IBR_Vaccine=1; BVD_Vaccine=1; Rabies_Vaccine=1; Previous_Week_Avg_Yield=3.9; Body_Condition_Score=4.5; Milking_Interval_hrs=12; Date=2022-06-16; Farm_ID=FARM_0068; Disease_Status=Healthy
3,cattle_record: Cattle_ID=CATTLE_203550; Breed=Boran; Region=South_Asia; Country=CN; Climate_Zone=Tropical; Management_System=Mixed; Age_Months=139; Weight_kg=601.8; Parity=4; Lactation_Stage=Mid; Days_in_Milk=246; Feed_Type=Silage; Feed_Quantity_kg=7.0; Water_Intake_L=120.0; Walking_Distance_km=2.76; Grazing_Duration_hrs=5.7; Rumination_Time_hrs=9.1; Resting_Hours=9.1; Body_Temperature_C=37.3; Heart_Rate_bpm=77.0; Respiratory_Rate=31.0; Ambient_Temperature_C=36.2; Humidity_percent=78.7; Season=Autumn; Housing_Score=0.77; Milk_Yield_L=5.11; FMD_Vaccine=1; Brucellosis_Vaccine=0; HS_Vaccine=1; BQ_Vaccine=0; Anthrax_Vaccine=1; IBR_Vaccine=1; BVD_Vaccine=0; Rabies_Vaccine=0; Previous_Week_Avg_Yield=3.59; Body_Condition_Score=3.5; Milking_Interval_hrs=8; Date=2024-09-20; Farm_ID=FARM_0385; Disease_Status=Mastitis_Subclinical
5,cattle_record: Cattle_ID=CATTLE_236338; Breed=Deoni; Region=Europe_NA; Country=UK; Climate_Zone=Temperate; Management_System=Extensive; Age_Months=32; Weight_kg=463.0; Parity=4; Lactation_Stage=Late; Days_in_Milk=48; Feed_Type=Pasture_Grass; Feed_Quantity_kg=15.3; Water_Intake_L=44.9; Walking_Distance_km=4.04; Grazing_Duration_hrs=1.0; Rumination_Time_hrs=10.0; Resting_Hours=15.5; Body_Temperature_C=39.9; Heart_Rate_bpm=71.0; Respiratory_Rate=23.0; Ambient_Temperature_C=11.1; Humidity_percent=30.1; Season=Autumn; Housing_Score=0.44; Milk_Yield_L=1.38; FMD_Vaccine=1; Brucellosis_Vaccine=0; HS_Vaccine=0; BQ_Vaccine=1; Anthrax_Vaccine=0; IBR_Vaccine=1; BVD_Vaccine=0; Rabies_Vaccine=0; Previous_Week_Avg_Yield=0.0; Body_Condition_Score=3.0; Milking_Interval_hrs=12; Date=2024-11-28; Farm_ID=FARM_0572; Disease_Status=Healthy
7,cattle_record: Cattle_ID=CATTLE_102873; Breed=Tharparkar; Region=Global; Country=AU; Climate_Zone=Arid; Management_System=Pastoral; Age_Months=77; Weight_kg=680.8; Parity=6; Lactation_Stage=Late; Days_in_Milk=154; Feed_Type=Pasture_Grass; Feed_Quantity_kg=8.0; Water_Intake_L=79.4; Walking_Distance_km=4.46; Grazing_Duration_hrs=1.0; Rumination_Time_hrs=5.7; Resting_Hours=8.8; Body_Temperature_C=38.2; Heart_Rate_bpm=70.0; Respiratory_Rate=27.0; Ambient_Temperature_C=24.2; Humidity_percent=61.4; Season=Autumn; Housing_Score=0.87; Milk_Yield_L=8.45; FMD_Vaccine=1; Brucellosis_Vaccine=0; HS_Vaccine=1; BQ_Vaccine=1; Anthrax_Vaccine=0; IBR_Vaccine=0; BVD_Vaccine=1; Rabies_Vaccine=0; Previous_Week_Avg_Yield=5.93; Body_Condition_Score=3.5; Milking_Interval_hrs=12; Date=2023-02-23; Farm_ID=FARM_0410; Disease_Status=Pink_Eye
3,cattle_record: Cattle_ID=CATTLE_070140; Breed=Rathi; Region=South_Asia; Country=CN; Climate_Zone=Arid; Management_System=Intensive; Age_Months=54; Weight_kg=626.2; Parity=1; Lactation_Stage=Early; Days_in_Milk=258; Feed_Type=Mixed_Feed; Feed_Quantity_kg=10.0; Water_Intake_L=65.9; Walking_Distance_km=2.81; Grazing_Duration_hrs=7.3; Rumination_Time_hrs=12.5; Resting_Hours=8.0; Body_Temperature_C=37.7; Heart_Rate_bpm=30.0; Respiratory_Rate=25.0; Ambient_Temperature_C=26.1; Humidity_percent=75.9; Season=Autumn; Housing_Score=0.94; Milk_Yield_L=11.36; FMD_Vaccine=0; Brucellosis_Vaccine=0; HS_Vaccine=0; BQ_Vaccine=0; Anthrax_Vaccine=1; IBR_Vaccine=1; BVD_Vaccine=1; Rabies_Vaccine=1; Previous_Week_Avg_Yield=11.06; Body_Condition_Score=3.5; Milking_Interval_hrs=12; Date=2022-02-09; Farm_ID=FARM_0107; Disease_Status=Healthy
17,cattle_record: Cattle_ID=CATTLE_218721; Breed=Milking_Shorthorn; Region=South_America; Country=US; Climate_Zone=Tropical; Management_System=Extensive; Age_Months=65; Weight_kg=431.5; Parity=6; Lactation_Stage=Mid; Days_in_Milk=73; Feed_Type=Green_Fodder; Feed_Quantity_kg=17.5; Water_Intake_L=94.7; Walking_Distance_km=5.01; Grazing_Duration_hrs=1.0; Rumination_Time_hrs=10.2; Resting_Hours=11.0; Body_Temperature_C=38.9; Heart_Rate_bpm=74.0; Respiratory_Rate=45.0; Ambient_Temperature_C=28.9; Humidity_percent=69.7; Season=Summer; Housing_Score=0.5; Milk_Yield_L=16.21; FMD_Vaccine=1; Brucellosis_Vaccine=0; HS_Vaccine=1; BQ_Vaccine=0; Anthrax_Vaccine=1; IBR_Vaccine=0; BVD_Vaccine=0; Rabies_Vaccine=1; Previous_Week_Avg_Yield=16.23; Body_Condition_Score=2.5; Milking_Interval_hrs=8; Date=2022-09-24; Farm_ID=FARM_0140; Disease_Status=Healthy
8,cattle_record: Cattle_ID=CATTLE_097653; Breed=Exotic_Local_Cross; Region=Oceania; Country=NZ; Climate_Zone=Subtropical; Management_System=Extensive; Age_Months=123; Weight_kg=431.9; Parity=2; Lactation_Stage=Mid; Days_in_Milk=304; Feed_Type=Mixed_Feed; Feed_Quantity_kg=16.8; Water_Intake_L=39.2; Walking_Distance_km=4.01; Grazing_Duration_hrs=1.0; Rumination_Time_hrs=9.8; Resting_Hours=11.3; Body_Temperature_C=38.7; Heart_Rate_bpm=65.0; Respiratory_Rate=27.0; Ambient_Temperature_C=25.1; Humidity_percent=88.7; Season=Winter; Housing_Score=0.51; Milk_Yield_L=10.61; FMD_Vaccine=1; Brucellosis_Vaccine=1; HS_Vaccine=1; BQ_Vaccine=1; Anthrax_Vaccine=0; IBR_Vaccine=1; BVD_Vaccine=1; Rabies_Vaccine=0; Previous_Week_Avg_Yield=10.88; Body_Condition_Score=3.5; Milking_Interval_hrs=12; Date=2022-01-29; Farm_ID=FARM_0090; Disease_Status=Healthy
15,cattle_record: Cattle_ID=CATTLE_232111; Breed=Ankole; Region=Oceania; Country=KE; Climate_Zone=Mediterranean; Management_System=Semi_Intensive; Age_Months=103; Weight_kg=527.9; Parity=3; Lactation_Stage=Mid; Days_in_Milk=316; Feed_Type=Pasture_Grass; Feed_Quantity_kg=16.0; Water_Intake_L=53.7; Walking_Distance_km=4.06; Grazing_Duration_hrs=4.3; Rumination_Time_hrs=7.1; Resting_Hours=10.4; Body_Temperature_C=38.5; Heart_Rate_bpm=68.0; Respiratory_Rate=12.0; Ambient_Temperature_C=40.7; Humidity_percent=99.6; Season=Summer; Housing_Score=0.85; Milk_Yield_L=0.0; FMD_Vaccine=1; Brucellosis_Vaccine=0; HS_Vaccine=1; BQ_Vaccine=1; Anthrax_Vaccine=1; IBR_Vaccine=1; BVD_Vaccine=1; Rabies_Vaccine=1; Previous_Week_Avg_Yield=1.38; Body_Condition_Score=3.5; Milking_Interval_hrs=8; Date=2022-02-16; Farm_ID=FARM_0407; Disease_Status=Lameness_Clinical
9,cattle_record: Cattle_ID=CATTLE_006661; Breed=Australian_Milking_Zebu; Region=South_Asia; Country=DE; Climate_Zone=Arid; Management_System=Semi_Intensive; Age_Months=139; Weight_kg=397.7; Parity=2; Lactation_Stage=Late; Days_in_Milk=56; Feed_Type=Hay; Feed_Quantity_kg=7.8; Water_Intake_L=79.4; Walking_Distance_km=0.5; Grazing_Duration_hrs=12.0; Rumination_Time_hrs=8.4; Resting_Hours=9.5; Body_Temperature_C=39.7; Heart_Rate_bpm=75.0; Respiratory_Rate=27.0; Ambient_Temperature_C=7.8; Humidity_percent=95.2; Season=Autumn; Housing_Score=0.38; Milk_Yield_L=7.0; FMD_Vaccine=0; Brucellosis_Vaccine=1; HS_Vaccine=0; BQ_Vaccine=0; Anthrax_Vaccine=1; IBR_Vaccine=0; BVD_Vaccine=0; Rabies_Vaccine=1; Previous_Week_Avg_Yield=7.04; Body_Condition_Score=4.0; Milking_Interval_hrs=12; Date=2022-06-14; Farm_ID=FARM_0117; Disease_Status=Ringworm
17,cattle_record: Cattle_ID=CATTLE_019838; Breed=Australian_Milking_Zebu; Region=Oceania; Country=US; Climate_Zone=Arid; Management_System=Pastoral; Age_Months=57; Weight_kg=725.0; Parity=2; Lactation_Stage=Mid; Days_in_Milk=112; Feed_Type=Pasture_Grass; Feed_Quantity_kg=5.0; Water_Intake_L=52.7; Walking_Distance_km=1.71; Grazing_Duration_hrs=7.5; Rumination_Time_hrs=12.0; Resting_Hours=11.2; Body_Temperature_C=38.7; Heart_Rate_bpm=60.0; Respiratory_Rate=19.0; Ambient_Temperature_C=34.1; Humidity_percent=73.5; Season=Spring; Housing_Score=0.64; Milk_Yield_L=4.18; FMD_Vaccine=0; Brucellosis_Vaccine=0; HS_Vaccine=0; BQ_Vaccine=1; Anthrax_Vaccine=0; IBR_Vaccine=1; BVD_Vaccine=1; Rabies_Vaccine=1; Previous_Week_Avg_Yield=4.64; Body_Condition_Score=2.5; Milking_Interval_hrs=12; Date=2023-10-10; Farm_ID=FARM_0075; Disease_Status=Malignant_Catarrhal_Fever
